scenario_name,scenario_base,family,traffic_profile_id,benchmark_split,revision_action,change_map,change_mobility,change_tp,settings_file
C3_Hackathon_24h__TP04_FewLarge,C3_Hackathon_24h,02_campus,TP04,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C3_Hackathon_24h__TP04_FewLarge.settings
C3_Hackathon_24h__TP05_CriticalTTL,C3_Hackathon_24h,02_campus,TP05,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C3_Hackathon_24h__TP05_CriticalTTL.settings
C3_Hackathon_24h__TP06_OneToMany,C3_Hackathon_24h,02_campus,TP06,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C3_Hackathon_24h__TP06_OneToMany.settings
C3_Hackathon_24h__TP07_BurstWindow,C3_Hackathon_24h,02_campus,TP07,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C3_Hackathon_24h__TP07_BurstWindow.settings
C3_Hackathon_24h__TP08_HubTarget,C3_Hackathon_24h,02_campus,TP08,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C3_Hackathon_24h__TP08_HubTarget.settings
C3_Hackathon_24h__TP09_Bimodal,C3_Hackathon_24h,02_campus,TP09,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C3_Hackathon_24h__TP09_Bimodal.settings
C3_Hackathon_24h__TP10_Storm,C3_Hackathon_24h,02_campus,TP10,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C3_Hackathon_24h__TP10_Storm.settings
C3_Hackathon_24h__TP11_ManyToOne,C3_Hackathon_24h,02_campus,TP11,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C3_Hackathon_24h__TP11_ManyToOne.settings
C3_Hackathon_24h__TP12_GroupToGroup,C3_Hackathon_24h,02_campus,TP12,control,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C3_Hackathon_24h__TP12_GroupToGroup.settings
C4_Stadium_IngressEgress__TP01_Baseline,C4_Stadium_IngressEgress,02_campus,TP01,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C4_Stadium_IngressEgress__TP01_Baseline.settings
C4_Stadium_IngressEgress__TP02_LowLoad,C4_Stadium_IngressEgress,02_campus,TP02,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C4_Stadium_IngressEgress__TP02_LowLoad.settings
C4_Stadium_IngressEgress__TP03_ManySmall,C4_Stadium_IngressEgress,02_campus,TP03,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C4_Stadium_IngressEgress__TP03_ManySmall.settings
C4_Stadium_IngressEgress__TP04_FewLarge,C4_Stadium_IngressEgress,02_campus,TP04,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C4_Stadium_IngressEgress__TP04_FewLarge.settings
C4_Stadium_IngressEgress__TP05_CriticalTTL,C4_Stadium_IngressEgress,02_campus,TP05,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C4_Stadium_IngressEgress__TP05_CriticalTTL.settings
C4_Stadium_IngressEgress__TP06_OneToMany,C4_Stadium_IngressEgress,02_campus,TP06,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C4_Stadium_IngressEgress__TP06_OneToMany.settings
C4_Stadium_IngressEgress__TP07_BurstWindow,C4_Stadium_IngressEgress,02_campus,TP07,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C4_Stadium_IngressEgress__TP07_BurstWindow.settings
C4_Stadium_IngressEgress__TP08_HubTarget,C4_Stadium_IngressEgress,02_campus,TP08,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C4_Stadium_IngressEgress__TP08_HubTarget.settings
C4_Stadium_IngressEgress__TP09_Bimodal,C4_Stadium_IngressEgress,02_campus,TP09,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C4_Stadium_IngressEgress__TP09_Bimodal.settings
C4_Stadium_IngressEgress__TP10_Storm,C4_Stadium_IngressEgress,02_campus,TP10,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C4_Stadium_IngressEgress__TP10_Storm.settings
C4_Stadium_IngressEgress__TP11_ManyToOne,C4_Stadium_IngressEgress,02_campus,TP11,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C4_Stadium_IngressEgress__TP11_ManyToOne.settings
C4_Stadium_IngressEgress__TP12_GroupToGroup,C4_Stadium_IngressEgress,02_campus,TP12,control,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C4_Stadium_IngressEgress__TP12_GroupToGroup.settings
C5_Library_Quiet__TP01_Baseline,C5_Library_Quiet,02_campus,TP01,main,mantener,no,no,no,scenarios/corpus_v1/02_campus/C5_Library_Quiet__TP01_Baseline.settings
C5_Library_Quiet__TP02_LowLoad,C5_Library_Quiet,02_campus,TP02,main,mantener,no,no,no,scenarios/corpus_v1/02_campus/C5_Library_Quiet__TP02_LowLoad.settings
C5_Library_Quiet__TP03_ManySmall,C5_Library_Quiet,02_campus,TP03,main,mantener,no,no,no,scenarios/corpus_v1/02_campus/C5_Library_Quiet__TP03_ManySmall.settings
C5_Library_Quiet__TP04_FewLarge,C5_Library_Quiet,02_campus,TP04,stress,mantener,no,no,no,scenarios/corpus_v1/02_campus/C5_Library_Quiet__TP04_FewLarge.settings
C5_Library_Quiet__TP05_CriticalTTL,C5_Library_Quiet,02_campus,TP05,stress,mantener,no,no,no,scenarios/corpus_v1/02_campus/C5_Library_Quiet__TP05_CriticalTTL.settings
C5_Library_Quiet__TP06_OneToMany,C5_Library_Quiet,02_campus,TP06,stress,mantener,no,no,no,scenarios/corpus_v1/02_campus/C5_Library_Quiet__TP06_OneToMany.settings
C5_Library_Quiet__TP07_BurstWindow,C5_Library_Quiet,02_campus,TP07,main,mantener,no,no,no,scenarios/corpus_v1/02_campus/C5_Library_Quiet__TP07_BurstWindow.settings
C5_Library_Quiet__TP08_HubTarget,C5_Library_Quiet,02_campus,TP08,main,mantener,no,no,no,scenarios/corpus_v1/02_campus/C5_Library_Quiet__TP08_HubTarget.settings
C5_Library_Quiet__TP09_Bimodal,C5_Library_Quiet,02_campus,TP09,stress,mantener,no,no,no,scenarios/corpus_v1/02_campus/C5_Library_Quiet__TP09_Bimodal.settings
C5_Library_Quiet__TP10_Storm,C5_Library_Quiet,02_campus,TP10,stress,mantener,no,no,no,scenarios/corpus_v1/02_campus/C5_Library_Quiet__TP10_Storm.settings
C5_Library_Quiet__TP11_ManyToOne,C5_Library_Quiet,02_campus,TP11,stress,mantener,no,no,no,scenarios/corpus_v1/02_campus/C5_Library_Quiet__TP11_ManyToOne.settings
C5_Library_Quiet__TP12_GroupToGroup,C5_Library_Quiet,02_campus,TP12,control,mantener,no,no,no,scenarios/corpus_v1/02_campus/C5_Library_Quiet__TP12_GroupToGroup.settings
C6_EmergencyDrill_Evacuation__TP01_Baseline,C6_EmergencyDrill_Evacuation,02_campus,TP01,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C6_EmergencyDrill_Evacuation__TP01_Baseline.settings
C6_EmergencyDrill_Evacuation__TP02_LowLoad,C6_EmergencyDrill_Evacuation,02_campus,TP02,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C6_EmergencyDrill_Evacuation__TP02_LowLoad.settings
C6_EmergencyDrill_Evacuation__TP03_ManySmall,C6_EmergencyDrill_Evacuation,02_campus,TP03,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C6_EmergencyDrill_Evacuation__TP03_ManySmall.settings
C6_EmergencyDrill_Evacuation__TP04_FewLarge,C6_EmergencyDrill_Evacuation,02_campus,TP04,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C6_EmergencyDrill_Evacuation__TP04_FewLarge.settings
C6_EmergencyDrill_Evacuation__TP05_CriticalTTL,C6_EmergencyDrill_Evacuation,02_campus,TP05,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C6_EmergencyDrill_Evacuation__TP05_CriticalTTL.settings
C6_EmergencyDrill_Evacuation__TP06_OneToMany,C6_EmergencyDrill_Evacuation,02_campus,TP06,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C6_EmergencyDrill_Evacuation__TP06_OneToMany.settings
C6_EmergencyDrill_Evacuation__TP07_BurstWindow,C6_EmergencyDrill_Evacuation,02_campus,TP07,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C6_EmergencyDrill_Evacuation__TP07_BurstWindow.settings
C6_EmergencyDrill_Evacuation__TP08_HubTarget,C6_EmergencyDrill_Evacuation,02_campus,TP08,main,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C6_EmergencyDrill_Evacuation__TP08_HubTarget.settings
C6_EmergencyDrill_Evacuation__TP09_Bimodal,C6_EmergencyDrill_Evacuation,02_campus,TP09,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C6_EmergencyDrill_Evacuation__TP09_Bimodal.settings
C6_EmergencyDrill_Evacuation__TP10_Storm,C6_EmergencyDrill_Evacuation,02_campus,TP10,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C6_EmergencyDrill_Evacuation__TP10_Storm.settings
C6_EmergencyDrill_Evacuation__TP11_ManyToOne,C6_EmergencyDrill_Evacuation,02_campus,TP11,stress,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C6_EmergencyDrill_Evacuation__TP11_ManyToOne.settings
C6_EmergencyDrill_Evacuation__TP12_GroupToGroup,C6_EmergencyDrill_Evacuation,02_campus,TP12,control,modificar_tp,no,no,si_TP04_06,scenarios/corpus_v1/02_campus/C6_EmergencyDrill_Evacuation__TP12_GroupToGroup.settings
R10_TinyRange_5m__TP01_Baseline,R10_TinyRange_5m,04_rural,TP01,main,modificar_tp,no,no,si,scenarios/corpus_v1/04_rural/R10_TinyRange_5m__TP01_Baseline.settings
R10_TinyRange_5m__TP02_LowLoad,R10_TinyRange_5m,04_rural,TP02,main,modificar_tp,no,no,si,scenarios/corpus_v1/04_rural/R10_TinyRange_5m__TP02_LowLoad.settings
R10_TinyRange_5m__TP03_ManySmall,R10_TinyRange_5m,04_rural,TP03,main,modificar_tp,no,no,si,scenarios/corpus_v1/04_rural/R10_TinyRange_5m__TP03_ManySmall.settings
R10_TinyRange_5m__TP04_FewLarge,R10_TinyRange_5m,04_rural,TP04,stress,modificar_tp,no,no,si,scenarios/corpus_v1/04_rural/R10_TinyRange_5m__TP04_FewLarge.settings
R10_TinyRange_5m__TP05_CriticalTTL,R10_TinyRange_5m,04_rural,TP05,stress,modificar_tp,no,no,si,scenarios/corpus_v1/04_rural/R10_TinyRange_5m__TP05_CriticalTTL.settings
R10_TinyRange_5m__TP06_OneToMany,R10_TinyRange_5m,04_rural,TP06,stress,modificar_tp,no,no,si,scenarios/corpus_v1/04_rural/R10_TinyRange_5m__TP06_OneToMany.settings
R10_TinyRange_5m__TP07_BurstWindow,R10_TinyRange_5m,04_rural,TP07,main,modificar_tp,no,no,si,scenarios/corpus_v1/04_rural/R10_TinyRange_5m__TP07_BurstWindow.settings
R10_TinyRange_5m__TP08_HubTarget,R10_TinyRange_5m,04_rural,TP08,main,modificar_tp,no,no,si,scenarios/corpus_v1/04_rural/R10_TinyRange_5m__TP08_HubTarget.settings
R10_TinyRange_5m__TP09_Bimodal,R10_TinyRange_5m,04_rural,TP09,stress,modificar_tp,no,no,si,scenarios/corpus_v1/04_rural/R10_TinyRange_5m__TP09_Bimodal.settings
R10_TinyRange_5m__TP10_Storm,R10_TinyRange_5m,04_rural,TP10,stress,modificar_tp,no,no,si,scenarios/corpus_v1/04_rural/R10_TinyRange_5m__TP10_Storm.settings
R10_TinyRange_5m__TP11_ManyToOne,R10_TinyRange_5m,04_rural,TP11,stress,modificar_tp,no,no,si,scenarios/corpus_v1/04_rural/R10_TinyRange_5m__TP11_ManyToOne.settings
R10_TinyRange_5m__TP12_GroupToGroup,R10_TinyRange_5m,04_rural,TP12,control,modificar_tp,no,no,si,scenarios/corpus_v1/04_rural/R10_TinyRange_5m__TP12_GroupToGroup.settings
R11_SpeedExtremeLow__TP01_Baseline,R11_SpeedExtremeLow,04_rural,TP01,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R11_SpeedExtremeLow__TP01_Baseline.settings
R11_SpeedExtremeLow__TP02_LowLoad,R11_SpeedExtremeLow,04_rural,TP02,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R11_SpeedExtremeLow__TP02_LowLoad.settings
R11_SpeedExtremeLow__TP03_ManySmall,R11_SpeedExtremeLow,04_rural,TP03,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R11_SpeedExtremeLow__TP03_ManySmall.settings
R11_SpeedExtremeLow__TP04_FewLarge,R11_SpeedExtremeLow,04_rural,TP04,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R11_SpeedExtremeLow__TP04_FewLarge.settings
R11_SpeedExtremeLow__TP05_CriticalTTL,R11_SpeedExtremeLow,04_rural,TP05,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R11_SpeedExtremeLow__TP05_CriticalTTL.settings
R11_SpeedExtremeLow__TP06_OneToMany,R11_SpeedExtremeLow,04_rural,TP06,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R11_SpeedExtremeLow__TP06_OneToMany.settings
R11_SpeedExtremeLow__TP07_BurstWindow,R11_SpeedExtremeLow,04_rural,TP07,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R11_SpeedExtremeLow__TP07_BurstWindow.settings
R11_SpeedExtremeLow__TP08_HubTarget,R11_SpeedExtremeLow,04_rural,TP08,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R11_SpeedExtremeLow__TP08_HubTarget.settings
R11_SpeedExtremeLow__TP09_Bimodal,R11_SpeedExtremeLow,04_rural,TP09,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R11_SpeedExtremeLow__TP09_Bimodal.settings
R11_SpeedExtremeLow__TP10_Storm,R11_SpeedExtremeLow,04_rural,TP10,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R11_SpeedExtremeLow__TP10_Storm.settings
R11_SpeedExtremeLow__TP11_ManyToOne,R11_SpeedExtremeLow,04_rural,TP11,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R11_SpeedExtremeLow__TP11_ManyToOne.settings
R11_SpeedExtremeLow__TP12_GroupToGroup,R11_SpeedExtremeLow,04_rural,TP12,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R11_SpeedExtremeLow__TP12_GroupToGroup.settings
R12_SpeedExtremeHigh__TP01_Baseline,R12_SpeedExtremeHigh,04_rural,TP01,main,mantener,no,no,no,scenarios/corpus_v1/04_rural/R12_SpeedExtremeHigh__TP01_Baseline.settings
R12_SpeedExtremeHigh__TP02_LowLoad,R12_SpeedExtremeHigh,04_rural,TP02,main,mantener,no,no,no,scenarios/corpus_v1/04_rural/R12_SpeedExtremeHigh__TP02_LowLoad.settings
R12_SpeedExtremeHigh__TP03_ManySmall,R12_SpeedExtremeHigh,04_rural,TP03,main,mantener,no,no,no,scenarios/corpus_v1/04_rural/R12_SpeedExtremeHigh__TP03_ManySmall.settings
R12_SpeedExtremeHigh__TP04_FewLarge,R12_SpeedExtremeHigh,04_rural,TP04,stress,mantener,no,no,no,scenarios/corpus_v1/04_rural/R12_SpeedExtremeHigh__TP04_FewLarge.settings
R12_SpeedExtremeHigh__TP05_CriticalTTL,R12_SpeedExtremeHigh,04_rural,TP05,stress,mantener,no,no,no,scenarios/corpus_v1/04_rural/R12_SpeedExtremeHigh__TP05_CriticalTTL.settings
R12_SpeedExtremeHigh__TP06_OneToMany,R12_SpeedExtremeHigh,04_rural,TP06,stress,mantener,no,no,no,scenarios/corpus_v1/04_rural/R12_SpeedExtremeHigh__TP06_OneToMany.settings
R12_SpeedExtremeHigh__TP07_BurstWindow,R12_SpeedExtremeHigh,04_rural,TP07,main,mantener,no,no,no,scenarios/corpus_v1/04_rural/R12_SpeedExtremeHigh__TP07_BurstWindow.settings
R12_SpeedExtremeHigh__TP08_HubTarget,R12_SpeedExtremeHigh,04_rural,TP08,main,mantener,no,no,no,scenarios/corpus_v1/04_rural/R12_SpeedExtremeHigh__TP08_HubTarget.settings
R12_SpeedExtremeHigh__TP09_Bimodal,R12_SpeedExtremeHigh,04_rural,TP09,stress,mantener,no,no,no,scenarios/corpus_v1/04_rural/R12_SpeedExtremeHigh__TP09_Bimodal.settings
R12_SpeedExtremeHigh__TP10_Storm,R12_SpeedExtremeHigh,04_rural,TP10,stress,mantener,no,no,no,scenarios/corpus_v1/04_rural/R12_SpeedExtremeHigh__TP10_Storm.settings
R12_SpeedExtremeHigh__TP11_ManyToOne,R12_SpeedExtremeHigh,04_rural,TP11,stress,mantener,no,no,no,scenarios/corpus_v1/04_rural/R12_SpeedExtremeHigh__TP11_ManyToOne.settings
R12_SpeedExtremeHigh__TP12_GroupToGroup,R12_SpeedExtremeHigh,04_rural,TP12,control,mantener,no,no,no,scenarios/corpus_v1/04_rural/R12_SpeedExtremeHigh__TP12_GroupToGroup.settings
R1_Rural_RandomWaypoint__TP01_Baseline,R1_Rural_RandomWaypoint,04_rural,TP01,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R1_Rural_RandomWaypoint__TP01_Baseline.settings
R1_Rural_RandomWaypoint__TP02_LowLoad,R1_Rural_RandomWaypoint,04_rural,TP02,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R1_Rural_RandomWaypoint__TP02_LowLoad.settings
R1_Rural_RandomWaypoint__TP03_ManySmall,R1_Rural_RandomWaypoint,04_rural,TP03,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R1_Rural_RandomWaypoint__TP03_ManySmall.settings
R1_Rural_RandomWaypoint__TP04_FewLarge,R1_Rural_RandomWaypoint,04_rural,TP04,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R1_Rural_RandomWaypoint__TP04_FewLarge.settings
R1_Rural_RandomWaypoint__TP05_CriticalTTL,R1_Rural_RandomWaypoint,04_rural,TP05,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R1_Rural_RandomWaypoint__TP05_CriticalTTL.settings
R1_Rural_RandomWaypoint__TP06_OneToMany,R1_Rural_RandomWaypoint,04_rural,TP06,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R1_Rural_RandomWaypoint__TP06_OneToMany.settings
R1_Rural_RandomWaypoint__TP07_BurstWindow,R1_Rural_RandomWaypoint,04_rural,TP07,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R1_Rural_RandomWaypoint__TP07_BurstWindow.settings
R1_Rural_RandomWaypoint__TP08_HubTarget,R1_Rural_RandomWaypoint,04_rural,TP08,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R1_Rural_RandomWaypoint__TP08_HubTarget.settings
R1_Rural_RandomWaypoint__TP09_Bimodal,R1_Rural_RandomWaypoint,04_rural,TP09,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R1_Rural_RandomWaypoint__TP09_Bimodal.settings
R1_Rural_RandomWaypoint__TP10_Storm,R1_Rural_RandomWaypoint,04_rural,TP10,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R1_Rural_RandomWaypoint__TP10_Storm.settings
R1_Rural_RandomWaypoint__TP11_ManyToOne,R1_Rural_RandomWaypoint,04_rural,TP11,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R1_Rural_RandomWaypoint__TP11_ManyToOne.settings
R1_Rural_RandomWaypoint__TP12_GroupToGroup,R1_Rural_RandomWaypoint,04_rural,TP12,control,excluir_main,no,si,si,scenarios/corpus_v1/04_rural/R1_Rural_RandomWaypoint__TP12_GroupToGroup.settings
R2_VillagesTrails_ThreeClusters__TP01_Baseline,R2_VillagesTrails_ThreeClusters,04_rural,TP01,main,mantener,no,no,no,scenarios/corpus_v1/04_rural/R2_VillagesTrails_ThreeClusters__TP01_Baseline.settings
R2_VillagesTrails_ThreeClusters__TP02_LowLoad,R2_VillagesTrails_ThreeClusters,04_rural,TP02,main,mantener,no,no,no,scenarios/corpus_v1/04_rural/R2_VillagesTrails_ThreeClusters__TP02_LowLoad.settings
R2_VillagesTrails_ThreeClusters__TP03_ManySmall,R2_VillagesTrails_ThreeClusters,04_rural,TP03,main,mantener,no,no,no,scenarios/corpus_v1/04_rural/R2_VillagesTrails_ThreeClusters__TP03_ManySmall.settings
R2_VillagesTrails_ThreeClusters__TP04_FewLarge,R2_VillagesTrails_ThreeClusters,04_rural,TP04,stress,mantener,no,no,no,scenarios/corpus_v1/04_rural/R2_VillagesTrails_ThreeClusters__TP04_FewLarge.settings
R2_VillagesTrails_ThreeClusters__TP05_CriticalTTL,R2_VillagesTrails_ThreeClusters,04_rural,TP05,stress,mantener,no,no,no,scenarios/corpus_v1/04_rural/R2_VillagesTrails_ThreeClusters__TP05_CriticalTTL.settings
R2_VillagesTrails_ThreeClusters__TP06_OneToMany,R2_VillagesTrails_ThreeClusters,04_rural,TP06,stress,mantener,no,no,no,scenarios/corpus_v1/04_rural/R2_VillagesTrails_ThreeClusters__TP06_OneToMany.settings
