file_path,file_type,rows,columns,expected_scope,detected_scope,producer_script,consumer_scripts,used_by_dashboard,used_by_wiki,used_by_paper,status,recommended_action,archive_target,notes
analysis/data/simulation_time_policy.csv,csv,720,14,570_combined_or_documented_subset,legacy_720_like,analysis/scripts/wiki/build_wiki_research_reports.py,analysis/scripts/wiki/build_wiki_research_reports.py|analysis/scripts/wiki/populate_wiki_paper.py,NO,YES,NO,REGENERATE_REQUIRED,regenerate_for_570_or_archive_if_unused,scenarios/_archive/analysis_cleanup_*/data/,
analysis/data/spatial_coverage_timeseries.csv,csv,99348,5,570_combined_or_documented_subset,legacy_720_like,analysis/scripts/validation/analyze_spatial_occupancy.py,analysis/lib/spatial_occupancy_io.py|analysis/scripts/validation/analyze_spatial_occupancy.py,NO,NO,NO,REGENERATE_REQUIRED,regenerate_for_570_or_archive_if_unused,scenarios/_archive/analysis_cleanup_*/data/,
analysis/data/spatial_occupancy_metrics.csv,csv,720,10,570_combined_or_documented_subset,legacy_720_like,analysis/dashboard/data_loaders.py,analysis/run_figures_aggregated.py|analysis/dashboard/data_loaders.py|analysis/scripts/wiki/build_wiki_research_reports.py|analysis/scripts/wiki/populate_wiki_paper.py|analysis/scripts/paper/analyze_traffic_profile_kpis.py|analysis/scripts/paper/analyze_spatial_vs_performance.py|analysis/scripts/paper/build_paper_freeze_checklist.py|analysis/scripts/paper/build_paper_figures_tables_index.py|analysis/scripts/validation/analyze_spatial_occupancy.py|analysis/scripts/validation/diagnose_scenarios.py|analysis/scripts/validation/validate_corpus_benchmark.py|analysis/dashboard/pages/spatial.py,YES,YES,YES,REGENERATE_REQUIRED,regenerate_for_570_or_archive_if_unused,scenarios/_archive/analysis_cleanup_*/data/,
analysis/data/tp_validation_by_base.csv,csv,60,6,570_combined_or_documented_subset,n/a,analysis/scripts/paper/analyze_traffic_profile_kpis.py,analysis/scripts/paper/analyze_traffic_profile_kpis.py|analysis/scripts/validation/validate_traffic_profiles.py|analysis/dashboard/pages/traffic_profiles.py,YES,NO,YES,KEEP_SUPPORT,keep,,
analysis/data/tp_validation_settings.csv,csv,540,7,570_combined_or_documented_subset,570_combined,analysis/dashboard/data_loaders.py,analysis/dashboard/data_loaders.py|analysis/scripts/paper/analyze_traffic_profile_kpis.py|analysis/scripts/paper/build_paper_freeze_checklist.py|analysis/scripts/validation/validate_traffic_profiles.py|analysis/dashboard/pages/traffic_profiles.py,YES,NO,YES,KEEP_SUPPORT,keep,,
analysis/data/tp_validation_summary.csv,csv,24,10,570_combined_or_documented_subset,n/a,analysis/scripts/validation/validate_traffic_profiles.py,analysis/scripts/validation/validate_traffic_profiles.py|analysis/dashboard/pages/home.py|analysis/dashboard/pages/traffic_profiles.py,YES,NO,NO,KEEP_SUPPORT,keep,,
analysis/data/traffic_profile_kpi_summary.csv,csv,12,11,570_combined_or_documented_subset,n/a,analysis/dashboard/data_loaders.py,analysis/dashboard/data_loaders.py|analysis/scripts/paper/analyze_traffic_profile_kpis.py|analysis/scripts/paper/build_protocol_benchmark_kpi_policy.py|analysis/scripts/paper/build_paper_freeze_checklist.py|analysis/dashboard/pages/benchmark_kpis.py,YES,NO,YES,KEEP_SUPPORT,keep,,
analysis/data/traffic_profile_stats.csv,csv,12,114,570_combined_or_documented_subset,n/a,analysis/scripts/paper/analyze_traffic_profile_kpis.py,analysis/scripts/paper/analyze_traffic_profile_kpis.py,NO,NO,YES,KEEP_SUPPORT,keep,,
analysis/data/traffic_profile_windows.csv,csv,540,11,570_combined_or_documented_subset,570_combined,analysis/scripts/paper/analyze_traffic_profile_kpis.py,analysis/scripts/paper/analyze_traffic_profile_kpis.py|analysis/scripts/paper/build_message_analysis_window_policy.py|analysis/scripts/validation/validate_traffic_profiles.py,NO,NO,YES,KEEP_SUPPORT,keep,,
analysis/data/useful_simulation_time_metrics.csv,csv,720,22,570_combined_or_documented_subset,legacy_720_like,analysis/dashboard/data_loaders.py,analysis/dashboard/data_loaders.py|analysis/scripts/wiki/build_wiki_research_reports.py|analysis/scripts/wiki/populate_wiki_paper.py|analysis/scripts/paper/analyze_traffic_profile_kpis.py|analysis/scripts/paper/build_message_analysis_window_policy.py|analysis/scripts/paper/analyze_spatial_vs_performance.py|analysis/scripts/paper/build_paper_freeze_checklist.py|analysis/scripts/validation/validate_corpus_benchmark.py|analysis/scripts/validation/compute_useful_simulation_time.py|analysis/dashboard/pages/useful_time.py,YES,YES,YES,REGENERATE_REQUIRED,regenerate_for_570_or_archive_if_unused,scenarios/_archive/analysis_cleanup_*/data/,
