map_id,batch_target,source_type,anchor_id,archetype,generator_type,world_size_x,world_size_y,world_area,bbox_width,bbox_height,useful_area,useful_area_ratio,n_nodes,n_edges,total_road_length_m,road_density,avg_edge_length_m,median_edge_length_m,avg_degree,max_degree,dead_end_ratio,intersection_ratio,n_components,largest_component_ratio,bridge_edges_count,bridge_edges_ratio,articulation_points_count,articulation_points_ratio,graph_diameter_approx,avg_shortest_path_approx,circuity_approx,orientation_entropy,gridness_score,corridor_score,radial_score,partition_score,community_score,tree_like_score,supports_map_based,supports_route_movement_candidate,supports_cluster_overlay,supports_wdm_candidate,supports_bus_route_candidate,validation_status,feature_omissions,sampling_seed,validation_status_val,anchor_label,wkt_dir,roads_wkt,metadata_json,preview_png,generation_status
OSM_cambridge_haggle_offset_n_1500m_1000m_0382,400,osm,cambridge_haggle,dense_urban_irregular,,1578,1592,2512176.0,1527.46,1541.84,2355100.25,0.9374742261019062,3942,4448,136026.99,0.0017705765838062,16.0655,9.1871,2.2567,6,0.0916,0.2854,1,1.0,923,0.207509,847,0.214866,3202.8,1014.3,1.3627,5.0796,0.3899,1.4507,0.6078,0.0,0.9299,0.4836,yes,yes,partial,yes,no,PASS,,3920874576,PASS,Cambridge UK (Haggle),batch_0400/wkt/map_0382,batch_0400/wkt/map_0382/roads.wkt,batch_0400/wkt/map_0382/metadata.json,previews/OSM_cambridge_haggle_offset_n_1500m_1000m_0382.png,OK
OSM_cambridge_haggle_offset_n_1500m_1000m_0869,1000,osm,cambridge_haggle,dense_urban_irregular,,1578,1592,2512176.0,1527.46,1541.84,2355100.25,0.9374742261019062,3942,4448,136026.99,0.0017705765838062,16.0655,9.1871,2.2567,6,0.0916,0.2854,1,1.0,923,0.207509,847,0.214866,3202.8,993.05,1.4522,5.0796,0.3899,1.4507,0.6078,0.0,0.9299,0.4836,yes,yes,partial,yes,no,PASS,,1118365499,PASS,Cambridge UK (Haggle),batch_1000/wkt/map_0869,batch_1000/wkt/map_0869/roads.wkt,batch_1000/wkt/map_0869/metadata.json,previews/OSM_cambridge_haggle_offset_n_1500m_1000m_0869.png,OK
OSM_cambridge_haggle_offset_n_1500m_1500m_0278,400,osm,cambridge_haggle,dense_urban_irregular,,1571,1577,2477467.0,1520.92,1526.5,2321686.83,0.9371211924970808,4023,4594,141578.54,0.0018543132966049,16.1031,8.7538,2.2839,5,0.1059,0.3097,1,1.0,942,0.20505,819,0.203579,3635.92,1187.58,1.3957,5.0351,0.4186,1.6062,0.6331,0.0,0.9277,0.4841,yes,yes,partial,yes,no,PASS,,1487378876,PASS,Cambridge UK (Haggle),batch_0400/wkt/map_0278,batch_0400/wkt/map_0278/roads.wkt,batch_0400/wkt/map_0278/metadata.json,previews/OSM_cambridge_haggle_offset_n_1500m_1500m_0278.png,OK
OSM_cambridge_haggle_offset_n_1500m_1500m_0739,800,osm,cambridge_haggle,dense_urban_irregular,,1571,1577,2477467.0,1520.92,1526.5,2321686.83,0.9371211924970808,4023,4594,141578.54,0.0018543132966049,16.1031,8.7538,2.2839,5,0.1059,0.3097,1,1.0,942,0.20505,819,0.203579,3635.92,1085.3,1.4084,5.0351,0.4186,1.6062,0.6331,0.0,0.9277,0.4841,yes,yes,partial,yes,no,PASS,,131920535,PASS,Cambridge UK (Haggle),batch_0800/wkt/map_0739,batch_0800/wkt/map_0739/roads.wkt,batch_0800/wkt/map_0739/metadata.json,previews/OSM_cambridge_haggle_offset_n_1500m_1500m_0739.png,OK
OSM_cambridge_haggle_offset_n_1500m_200m_0160,200,osm,cambridge_haggle,dense_urban_irregular,,1592,1560,2483520.0,1541.26,1509.48,2326503.7,0.9367767103851125,4966,5483,145183.16,0.0022077535111454,13.7706,7.65,2.2082,6,0.1178,0.2793,1,1.0,1526,0.278315,1376,0.277084,4011.68,1009.98,1.3904,5.1304,0.3479,1.4967,0.5869,0.0,0.944,0.5061,yes,yes,partial,yes,no,PASS,,3176792615,PASS,Cambridge UK (Haggle),batch_0200/wkt/map_0160,batch_0200/wkt/map_0160/roads.wkt,batch_0200/wkt/map_0160/metadata.json,previews/OSM_cambridge_haggle_offset_n_1500m_200m_0160.png,OK
OSM_cambridge_haggle_offset_n_1500m_200m_0628,800,osm,cambridge_haggle,dense_urban_irregular,,1592,1560,2483520.0,1541.26,1509.48,2326503.7,0.9367767103851125,4966,5483,145183.16,0.0022077535111454,13.7706,7.65,2.2082,6,0.1178,0.2793,1,1.0,1526,0.278315,1376,0.277084,4011.68,1023.3,1.41,5.1304,0.3479,1.4967,0.5869,0.0,0.944,0.5061,yes,yes,partial,yes,no,PASS,,1523643778,PASS,Cambridge UK (Haggle),batch_0800/wkt/map_0628,batch_0800/wkt/map_0628/roads.wkt,batch_0800/wkt/map_0628/metadata.json,previews/OSM_cambridge_haggle_offset_n_1500m_200m_0628.png,OK
OSM_cambridge_haggle_offset_n_1500m_200m_1094,1200,osm,cambridge_haggle,dense_urban_irregular,,1592,1560,2483520.0,1541.26,1509.48,2326503.7,0.9367767103851125,4966,5483,145183.16,0.0022077535111454,13.7706,7.65,2.2082,6,0.1178,0.2793,1,1.0,1526,0.278315,1376,0.277084,4011.68,1071.2,1.388,5.1304,0.3479,1.4967,0.5869,0.0,0.944,0.5061,yes,yes,partial,yes,no,PASS,,1111556256,PASS,Cambridge UK (Haggle),batch_1200/wkt/map_1094,batch_1200/wkt/map_1094/roads.wkt,batch_1200/wkt/map_1094/metadata.json,previews/OSM_cambridge_haggle_offset_n_1500m_200m_1094.png,OK
OSM_cambridge_haggle_offset_n_1500m_500m_0053,100,osm,cambridge_haggle,dense_urban_irregular,,1578,1638,2584764.0,1527.39,1587.69,2425024.0,0.9381993886719092,4711,5271,146824.16,0.0020392577426797,14.6604,8.2755,2.2377,6,0.1017,0.2821,1,1.0,1281,0.243028,1171,0.248567,3398.55,1068.22,1.3744,5.1404,0.3924,1.3809,0.6171,0.0,0.9382,0.4922,yes,yes,partial,yes,no,PASS,,442369337,PASS,Cambridge UK (Haggle),batch_0100/wkt/map_0053,batch_0100/wkt/map_0053/roads.wkt,batch_0100/wkt/map_0053/metadata.json,previews/OSM_cambridge_haggle_offset_n_1500m_500m_0053.png,OK
OSM_cambridge_haggle_offset_n_1500m_500m_0504,600,osm,cambridge_haggle,dense_urban_irregular,,1578,1638,2584764.0,1527.39,1587.69,2425024.0,0.9381993886719092,4711,5271,146824.16,0.0020392577426797,14.6604,8.2755,2.2377,6,0.1017,0.2821,1,1.0,1281,0.243028,1171,0.248567,3398.55,1100.44,1.4032,5.1404,0.3924,1.3809,0.6171,0.0,0.9382,0.4922,yes,yes,partial,yes,no,PASS,,3011238674,PASS,Cambridge UK (Haggle),batch_0600/wkt/map_0504,batch_0600/wkt/map_0504/roads.wkt,batch_0600/wkt/map_0504/metadata.json,previews/OSM_cambridge_haggle_offset_n_1500m_500m_0504.png,OK
OSM_cambridge_haggle_offset_n_1500m_500m_0980,1000,osm,cambridge_haggle,dense_urban_irregular,,1578,1638,2584764.0,1527.39,1587.69,2425024.0,0.9381993886719092,4711,5271,146824.16,0.0020392577426797,14.6604,8.2755,2.2377,6,0.1017,0.2821,1,1.0,1281,0.243028,1171,0.248567,3398.55,948.74,1.4236,5.1404,0.3924,1.3809,0.6171,0.0,0.9382,0.4922,yes,yes,partial,yes,no,PASS,,1174772648,PASS,Cambridge UK (Haggle),batch_1000/wkt/map_0980,batch_1000/wkt/map_0980/roads.wkt,batch_1000/wkt/map_0980/metadata.json,previews/OSM_cambridge_haggle_offset_n_1500m_500m_0980.png,OK
OSM_cambridge_haggle_offset_n_2500m_1000m_0246,400,osm,cambridge_haggle,dense_urban_irregular,,2623,2587,6785701.0,2572.01,2536.77,6524596.65,0.9615213884407572,11716,13143,384481.96,0.0019368669500763,15.3034,8.5787,2.2436,7,0.1077,0.2896,1,1.0,3125,0.237769,2802,0.23916,7378.11,1661.65,1.3863,5.1223,0.3973,1.3054,0.6275,0.0,0.9526,0.4937,yes,yes,partial,yes,no,PASS,,755823708,PASS,Cambridge UK (Haggle),batch_0400/wkt/map_0246,batch_0400/wkt/map_0246/roads.wkt,batch_0400/wkt/map_0246/metadata.json,previews/OSM_cambridge_haggle_offset_n_2500m_1000m_0246.png,OK
OSM_cambridge_haggle_offset_n_2500m_1000m_0712,800,osm,cambridge_haggle,dense_urban_irregular,,2623,2587,6785701.0,2572.01,2536.77,6524596.65,0.9615213884407572,11716,13143,384481.96,0.0019368669500763,15.3034,8.5787,2.2436,7,0.1077,0.2896,1,1.0,3125,0.237769,2802,0.23916,7378.11,1748.26,1.301,5.1223,0.3973,1.3054,0.6275,0.0,0.9526,0.4937,yes,yes,partial,yes,no,PASS,,3366616711,PASS,Cambridge UK (Haggle),batch_0800/wkt/map_0712,batch_0800/wkt/map_0712/roads.wkt,batch_0800/wkt/map_0712/metadata.json,previews/OSM_cambridge_haggle_offset_n_2500m_1000m_0712.png,OK
OSM_cambridge_haggle_offset_n_2500m_1000m_1192,1200,osm,cambridge_haggle,dense_urban_irregular,,2623,2587,6785701.0,2572.01,2536.77,6524596.65,0.9615213884407572,11716,13143,384481.96,0.0019368669500763,15.3034,8.5787,2.2436,7,0.1077,0.2896,1,1.0,3125,0.237769,2802,0.23916,7378.11,1717.19,1.3767,5.1223,0.3973,1.3054,0.6275,0.0,0.9526,0.4937,yes,yes,partial,yes,no,PASS,,3909165947,PASS,Cambridge UK (Haggle),batch_1200/wkt/map_1192,batch_1200/wkt/map_1192/roads.wkt,batch_1200/wkt/map_1192/metadata.json,previews/OSM_cambridge_haggle_offset_n_2500m_1000m_1192.png,OK
OSM_cambridge_haggle_offset_n_2500m_1500m_0136,200,osm,cambridge_haggle,dense_urban_irregular,,2607,2605,6791235.0,2556.65,2554.01,6529729.3,0.9614936457867412,11683,13223,405643.14,0.0019470685376076,15.8368,9.0602,2.2636,6,0.1026,0.3018,1,1.0,2720,0.205702,2434,0.208337,5871.62,1623.28,1.4261,5.0875,0.3511,1.2678,0.6567,0.0,0.9534,0.4871,yes,yes,partial,yes,no,PASS,,3024326242,PASS,Cambridge UK (Haggle),batch_0200/wkt/map_0136,batch_0200/wkt/map_0136/roads.wkt,batch_0200/wkt/map_0136/metadata.json,previews/OSM_cambridge_haggle_offset_n_2500m_1500m_0136.png,OK
OSM_cambridge_haggle_offset_n_2500m_1500m_0595,600,osm,cambridge_haggle,dense_urban_irregular,,2607,2605,6791235.0,2556.65,2554.01,6529729.3,0.9614936457867412,11683,13223,405643.14,0.0019470685376076,15.8368,9.0602,2.2636,6,0.1026,0.3018,1,1.0,2720,0.205702,2434,0.208337,5871.62,1613.38,1.3322,5.0875,0.3511,1.2678,0.6567,0.0,0.9534,0.4871,yes,yes,partial,yes,no,PASS,,3735228947,PASS,Cambridge UK (Haggle),batch_0600/wkt/map_0595,batch_0600/wkt/map_0595/roads.wkt,batch_0600/wkt/map_0595/metadata.json,previews/OSM_cambridge_haggle_offset_n_2500m_1500m_0595.png,OK
OSM_cambridge_haggle_offset_n_2500m_1500m_1069,1200,osm,cambridge_haggle,dense_urban_irregular,,2607,2605,6791235.0,2556.65,2554.01,6529729.3,0.9614936457867412,11683,13223,405643.14,0.0019470685376076,15.8368,9.0602,2.2636,6,0.1026,0.3018,1,1.0,2720,0.205702,2434,0.208337,5871.62,1590.86,1.4121,5.0875,0.3511,1.2678,0.6567,0.0,0.9534,0.4871,yes,yes,partial,yes,no,PASS,,2165062558,PASS,Cambridge UK (Haggle),batch_1200/wkt/map_1069,batch_1200/wkt/map_1069/roads.wkt,batch_1200/wkt/map_1069/metadata.json,previews/OSM_cambridge_haggle_offset_n_2500m_1500m_1069.png,OK
OSM_cambridge_haggle_offset_n_2500m_200m_0026,100,osm,cambridge_haggle,dense_urban_irregular,,2599,2586,6721014.0,2548.53,2535.15,6460906.64,0.9612993868331492,11829,13203,380884.86,0.0019644357235381,15.1289,8.5997,2.2323,7,0.1074,0.285,1,1.0,3214,0.24343,2921,0.246935,5925.66,1649.89,1.2879,5.1426,0.4073,1.2573,0.5895,0.0,0.9547,0.496,yes,yes,partial,yes,no,PASS,,1267040872,PASS,Cambridge UK (Haggle),batch_0100/wkt/map_0026,batch_0100/wkt/map_0026/roads.wkt,batch_0100/wkt/map_0026/metadata.json,previews/OSM_cambridge_haggle_offset_n_2500m_200m_0026.png,OK
OSM_cambridge_haggle_offset_n_2500m_200m_0482,600,osm,cambridge_haggle,dense_urban_irregular,,2599,2586,6721014.0,2548.53,2535.15,6460906.64,0.9612993868331492,11829,13203,380884.86,0.0019644357235381,15.1289,8.5997,2.2323,7,0.1074,0.285,1,1.0,3214,0.24343,2921,0.246935,5925.66,1523.57,1.2633,5.1426,0.4073,1.2573,0.5895,0.0,0.9547,0.496,yes,yes,partial,yes,no,PASS,,2139044549,PASS,Cambridge UK (Haggle),batch_0600/wkt/map_0482,batch_0600/wkt/map_0482/roads.wkt,batch_0600/wkt/map_0482/metadata.json,previews/OSM_cambridge_haggle_offset_n_2500m_200m_0482.png,OK
OSM_cambridge_haggle_offset_n_2500m_200m_0950,1000,osm,cambridge_haggle,dense_urban_irregular,,2599,2586,6721014.0,2548.53,2535.15,6460906.64,0.9612993868331492,11829,13203,380884.86,0.0019644357235381,15.1289,8.5997,2.2323,7,0.1074,0.285,1,1.0,3214,0.24343,2921,0.246935,5925.66,1522.5,1.5228,5.1426,0.4073,1.2573,0.5895,0.0,0.9547,0.496,yes,yes,partial,yes,no,PASS,,2549923773,PASS,Cambridge UK (Haggle),batch_1000/wkt/map_0950,batch_1000/wkt/map_0950/roads.wkt,batch_1000/wkt/map_0950/metadata.json,previews/OSM_cambridge_haggle_offset_n_2500m_200m_0950.png,OK
OSM_cambridge_haggle_offset_n_2500m_500m_0355,400,osm,cambridge_haggle,dense_urban_irregular,,2632,2608,6864256.0,2581.81,2557.37,6602637.62,0.9618868563377972,11977,13343,380063.35,0.0019438377589647,14.9372,8.454,2.2281,7,0.1078,0.2815,1,1.0,3382,0.253466,3063,0.25574,6151.25,1505.59,1.2915,5.1494,0.3881,1.1555,0.6055,0.0,0.9551,0.4971,yes,yes,partial,yes,no,PASS,,948674068,PASS,Cambridge UK (Haggle),batch_0400/wkt/map_0355,batch_0400/wkt/map_0355/roads.wkt,batch_0400/wkt/map_0355/metadata.json,previews/OSM_cambridge_haggle_offset_n_2500m_500m_0355.png,OK
OSM_cambridge_haggle_offset_n_2500m_500m_0830,1000,osm,cambridge_haggle,dense_urban_irregular,,2632,2608,6864256.0,2581.81,2557.37,6602637.62,0.9618868563377972,11977,13343,380063.35,0.0019438377589647,14.9372,8.454,2.2281,7,0.1078,0.2815,1,1.0,3382,0.253466,3063,0.25574,6151.25,1667.41,1.3538,5.1494,0.3881,1.1555,0.6055,0.0,0.9551,0.4971,yes,yes,partial,yes,no,PASS,,1620603466,PASS,Cambridge UK (Haggle),batch_1000/wkt/map_0830,batch_1000/wkt/map_0830/roads.wkt,batch_1000/wkt/map_0830/metadata.json,previews/OSM_cambridge_haggle_offset_n_2500m_500m_0830.png,OK
OSM_cambridge_haggle_offset_n_500m_1000m_0221,400,osm,cambridge_haggle,dense_urban_irregular,,542,622,337124.0,491.45,571.53,280875.71,0.8331525147332732,426,484,14802.69,0.0014356735207223,16.0376,9.8444,2.2723,4,0.0915,0.284,1,1.0,116,0.239669,107,0.251174,1114.8,341.51,1.9315,4.7014,0.3662,1.1448,0.6098,0.0,0.8678,0.4792,yes,yes,partial,yes,no,PASS,,3290513776,PASS,Cambridge UK (Haggle),batch_0400/wkt/map_0221,batch_0400/wkt/map_0221/roads.wkt,batch_0400/wkt/map_0221/metadata.json,previews/OSM_cambridge_haggle_offset_n_500m_1000m_0221.png,OK
OSM_cambridge_haggle_offset_n_500m_1000m_0685,800,osm,cambridge_haggle,dense_urban_irregular,,542,622,337124.0,491.45,571.53,280875.71,0.8331525147332732,426,484,14802.69,0.0014356735207223,16.0376,9.8444,2.2723,4,0.0915,0.284,1,1.0,116,0.239669,107,0.251174,1114.8,314.95,1.5645,4.7014,0.3662,1.1448,0.6098,0.0,0.8678,0.4792,yes,yes,partial,yes,no,PASS,,912055984,PASS,Cambridge UK (Haggle),batch_0800/wkt/map_0685,batch_0800/wkt/map_0685/roads.wkt,batch_0800/wkt/map_0685/metadata.json,previews/OSM_cambridge_haggle_offset_n_500m_1000m_0685.png,OK
OSM_cambridge_haggle_offset_n_500m_1000m_1158,1200,osm,cambridge_haggle,dense_urban_irregular,,542,622,337124.0,491.45,571.53,280875.71,0.8331525147332732,426,484,14802.69,0.0014356735207223,16.0376,9.8444,2.2723,4,0.0915,0.284,1,1.0,116,0.239669,107,0.251174,1114.8,367.51,1.5417,4.7014,0.3662,1.1448,0.6098,0.0,0.8678,0.4792,yes,yes,partial,yes,no,PASS,,1040776902,PASS,Cambridge UK (Haggle),batch_1200/wkt/map_1158,batch_1200/wkt/map_1158/roads.wkt,batch_1200/wkt/map_1158/metadata.json,previews/OSM_cambridge_haggle_offset_n_500m_1000m_1158.png,OK
OSM_cambridge_haggle_offset_n_500m_1500m_0112,200,osm,cambridge_haggle,dense_urban_irregular,,368,521,191728.0,317.36,470.52,149323.51,0.7788299502065724,164,181,5411.97,0.0009440457314528,15.245,6.1585,2.2073,4,0.061,0.2073,1,1.0,26,0.143646,25,0.152439,826.89,196.54,1.4268,4.7044,0.4197,1.5808,0.4117,0.0,0.7845,0.4777,yes,yes,partial,yes,no,PASS,,905864574,PASS,Cambridge UK (Haggle),batch_0200/wkt/map_0112,batch_0200/wkt/map_0112/roads.wkt,batch_0200/wkt/map_0112/metadata.json,previews/OSM_cambridge_haggle_offset_n_500m_1500m_0112.png,OK
OSM_cambridge_haggle_offset_n_500m_1500m_0565,600,osm,cambridge_haggle,dense_urban_irregular,,368,521,191728.0,317.36,470.52,149323.51,0.7788299502065724,164,181,5411.97,0.0009440457314528,15.245,6.1585,2.2073,4,0.061,0.2073,1,1.0,26,0.143646,25,0.152439,826.89,216.66,1.4527,4.7044,0.4197,1.5808,0.4117,0.0,0.7845,0.4777,yes,yes,partial,yes,no,PASS,,2705393243,PASS,Cambridge UK (Haggle),batch_0600/wkt/map_0565,batch_0600/wkt/map_0565/roads.wkt,batch_0600/wkt/map_0565/metadata.json,previews/OSM_cambridge_haggle_offset_n_500m_1500m_0565.png,OK
OSM_cambridge_haggle_offset_n_500m_1500m_1034,1200,osm,cambridge_haggle,dense_urban_irregular,,368,521,191728.0,317.36,470.52,149323.51,0.7788299502065724,164,181,5411.97,0.0009440457314528,15.245,6.1585,2.2073,4,0.061,0.2073,1,1.0,26,0.143646,25,0.152439,826.89,231.49,1.3414,4.7044,0.4197,1.5808,0.4117,0.0,0.7845,0.4777,yes,yes,partial,yes,no,PASS,,2056862264,PASS,Cambridge UK (Haggle),batch_1200/wkt/map_1034,batch_1200/wkt/map_1034/roads.wkt,batch_1200/wkt/map_1034/metadata.json,previews/OSM_cambridge_haggle_offset_n_500m_1500m_1034.png,OK
OSM_cambridge_haggle_offset_n_500m_200m_0000,100,osm,cambridge_haggle,dense_urban_irregular,,547,557,304679.0,496.83,506.19,251493.06,0.8254361323861593,676,732,14368.85,0.0024025285628481,10.6673,6.2818,2.1657,4,0.1435,0.2855,1,1.0,212,0.289617,192,0.284024,1361.85,339.81,1.5826,4.9398,0.5264,1.4044,0.7056,0.0,0.8989,0.5272,yes,yes,partial,yes,no,PASS,,1182073421,PASS,Cambridge UK (Haggle),batch_0100/wkt/map_0000,batch_0100/wkt/map_0000/roads.wkt,batch_0100/wkt/map_0000/metadata.json,previews/OSM_cambridge_haggle_offset_n_500m_200m_0000.png,OK
OSM_cambridge_haggle_offset_n_500m_200m_0448,600,osm,cambridge_haggle,dense_urban_irregular,,547,557,304679.0,496.83,506.19,251493.06,0.8254361323861593,676,732,14368.85,0.0024025285628481,10.6673,6.2818,2.1657,4,0.1435,0.2855,1,1.0,212,0.289617,192,0.284024,1361.85,378.51,1.5446,4.9398,0.5264,1.4044,0.7056,0.0,0.8989,0.5272,yes,yes,partial,yes,no,PASS,,1005792762,PASS,Cambridge UK (Haggle),batch_0600/wkt/map_0448,batch_0600/wkt/map_0448/roads.wkt,batch_0600/wkt/map_0448/metadata.json,previews/OSM_cambridge_haggle_offset_n_500m_200m_0448.png,OK
