family,scenario_base,settings_file,source_tp_template,n_hosts,map_profile,movement_models,world_size,Scenario.endTime,notes
04_rural,R11_SpeedExtremeLow,scenarios/base_scenarios/04_rural/R11_SpeedExtremeLow.settings,TP01_Baseline,28,NuuksioSparseTrails,ShortestPathMapBasedMovement,"2470, 2565",43200,structural base; traffic block is scenario-specific (not TP overlay)
04_rural,R12_SpeedExtremeHigh,scenarios/base_scenarios/04_rural/R12_SpeedExtremeHigh.settings,TP01_Baseline,40,NuuksioSparseTrails,ShortestPathMapBasedMovement,"2470, 2565",43200,structural base; traffic block is scenario-specific (not TP overlay)
04_rural,R1_Rural_SparseSPMM,scenarios/base_scenarios/04_rural/R1_Rural_SparseSPMM.settings,TP01_Baseline,25,NuuksioSparseTrails,ShortestPathMapBasedMovement,"2470, 2565",43200,structural base; traffic block is scenario-specific (not TP overlay)
04_rural,R2_VillagesTrails_InterVillage,scenarios/base_scenarios/04_rural/R2_VillagesTrails_InterVillage.settings,TP01_Baseline,36,NuuksioSparseTrails,MapRouteMovement,"2470, 2565",43200,structural base; traffic block is scenario-specific (not TP overlay)
04_rural,R3_WildlifeTracking,scenarios/base_scenarios/04_rural/R3_WildlifeTracking.settings,TP01_Baseline,20,NuuksioSparseTrails,ShortestPathMapBasedMovement,"2470, 2565",43200,structural base; traffic block is scenario-specific (not TP overlay)
04_rural,R4_ParkRangers_NuuksioSparseTrails,scenarios/base_scenarios/04_rural/R4_ParkRangers_NuuksioSparseTrails.settings,TP01_Baseline,3,NuuksioSparseTrails,MapRouteMovement,"2470, 2565",43200,structural base; traffic block is scenario-specific (not TP overlay)
04_rural,R5_MountainRescue,scenarios/base_scenarios/04_rural/R5_MountainRescue.settings,TP01_Baseline,26,NuuksioSparseTrails,ShortestPathMapBasedMovement,"2470, 2565",14400,structural base; traffic block is scenario-specific (not TP overlay)
04_rural,R6_SparseLongRange,scenarios/base_scenarios/04_rural/R6_SparseLongRange.settings,TP01_Baseline,18,NuuksioSparseTrails,ShortestPathMapBasedMovement,"2470, 2565",43200,structural base; traffic block is scenario-specific (not TP overlay)
04_rural,R7_SparseTinyBuffer,scenarios/base_scenarios/04_rural/R7_SparseTinyBuffer.settings,TP01_Baseline,38,NuuksioSparseTrails,ShortestPathMapBasedMovement,"2470, 2565",43200,structural base; traffic block is scenario-specific (not TP overlay)
04_rural,R8_IntermittentPower,scenarios/base_scenarios/04_rural/R8_IntermittentPower.settings,TP01_Baseline,35,NuuksioSparseTrails,ShortestPathMapBasedMovement,"2470, 2565",43200,structural base; traffic block is scenario-specific (not TP overlay)
04_rural,R9_ExtremeRange_200m,scenarios/base_scenarios/04_rural/R9_ExtremeRange_200m.settings,TP01_Baseline,40,NuuksioSparseTrails,ShortestPathMapBasedMovement,"2470, 2565",43200,structural base; traffic block is scenario-specific (not TP overlay)
05_disaster,D1_ShelterHotspots_EmergencyMobility,scenarios/base_scenarios/05_disaster/D1_ShelterHotspots_EmergencyMobility.settings,TP01_Baseline,80,HelsinkiDisrupted,MapRouteMovement|ShortestPathMapBasedMovement,"1711, 1874",43200,structural base; traffic block is scenario-specific (not TP overlay)
05_disaster,D2_PartitionedCity_MuleBridge,scenarios/base_scenarios/05_disaster/D2_PartitionedCity_MuleBridge.settings,TP01_Baseline,71,HelsinkiDisrupted,ClusterMovement|ShortestPathMapBasedMovement,"1711, 1874",43200,structural base; traffic block is scenario-specific (not TP overlay)
05_disaster,D3_Aftershock_ErraticMobility,scenarios/base_scenarios/05_disaster/D3_Aftershock_ErraticMobility.settings,TP01_Baseline,54,HelsinkiDisrupted,ShortestPathMapBasedMovement,"1711, 1874",43200,structural base; traffic block is scenario-specific (not TP overlay)
05_disaster,D4_MedicalTriage_TwoClasses,scenarios/base_scenarios/05_disaster/D4_MedicalTriage_TwoClasses.settings,TP01_Baseline,50,HelsinkiDisrupted,ShortestPathMapBasedMovement,"1711, 1874",43200,structural base; traffic block is scenario-specific (not TP overlay)
05_disaster,D5_UAVMule_FastRoute_HelsinkiDisrupted,scenarios/base_scenarios/05_disaster/D5_UAVMule_FastRoute_HelsinkiDisrupted.settings,TP01_Baseline,62,HelsinkiDisrupted,MapRouteMovement|ShortestPathMapBasedMovement,"1711, 1874",43200,structural base; traffic block is scenario-specific (not TP overlay)
05_disaster,D6_ShortTtlCritical_5to10min,scenarios/base_scenarios/05_disaster/D6_ShortTtlCritical_5to10min.settings,TP01_Baseline,54,HelsinkiDisrupted,ShortestPathMapBasedMovement,"1711, 1874",14400,structural base; traffic block is scenario-specific (not TP overlay)
05_disaster,D7_HighLoad_TrafficStorm,scenarios/base_scenarios/05_disaster/D7_HighLoad_TrafficStorm.settings,TP01_Baseline,70,HelsinkiDisrupted,ShortestPathMapBasedMovement,"1711, 1874",14400,structural base; traffic block is scenario-specific (not TP overlay)
05_disaster,D8_EmergencyBackbone_IntermittentBridges,scenarios/base_scenarios/05_disaster/D8_EmergencyBackbone_IntermittentBridges.settings,TP01_Baseline,80,HelsinkiDisrupted,ClusterMovement,"1711, 1874",43200,intermittent bb0 backbone from t=6h; ExternalEventsQueue
05_disaster,D9_Critical_1minTTL,scenarios/base_scenarios/05_disaster/D9_Critical_1minTTL.settings,TP01_Baseline,44,HelsinkiDisrupted,ShortestPathMapBasedMovement,"1711, 1874",43200,structural base; traffic block is scenario-specific (not TP overlay)
06_social,S1_StrongCommunities_LimitedMixing,scenarios/base_scenarios/06_social/S1_StrongCommunities_LimitedMixing.settings,TP01_Baseline,110,KallioCommunityCompact,MapRouteMovement,"1124, 1149",43200,structural base; traffic block is scenario-specific (not TP overlay)
06_social,S2_WeakCommunities_HighMixing,scenarios/base_scenarios/06_social/S2_WeakCommunities_HighMixing.settings,TP01_Baseline,80,KallioCommunityCompact,ShortestPathMapBasedMovement,"1124, 1149",43200,structural base; traffic block is scenario-specific (not TP overlay)
06_social,S3_PeriodicMeetings_RegularRhythm,scenarios/base_scenarios/06_social/S3_PeriodicMeetings_RegularRhythm.settings,TP01_Baseline,50,KallioCommunityCompact,ShortestPathMapBasedMovement,"1124, 1149",43200,structural base; traffic block is scenario-specific (not TP overlay)
06_social,S4_RandomMixing_NoHotspots,scenarios/base_scenarios/06_social/S4_RandomMixing_NoHotspots.settings,TP01_Baseline,60,KallioCommunityCompact,ShortestPathMapBasedMovement,"1124, 1149",43200,structural base; traffic block is scenario-specific (not TP overlay)
06_social,S5_TwoLayer_StudentsStaff,scenarios/base_scenarios/06_social/S5_TwoLayer_StudentsStaff.settings,TP01_Baseline,75,KallioCommunityCompact,ShortestPathMapBasedMovement,"1124, 1149",43200,structural base; traffic block is scenario-specific (not TP overlay)
06_social,S6_FamilyGroups_LocalRoutines,scenarios/base_scenarios/06_social/S6_FamilyGroups_LocalRoutines.settings,TP01_Baseline,46,KallioCommunityCompact,MapRouteMovement,"1124, 1149",43200,structural base; traffic block is scenario-specific (not TP overlay)
